"year","state","fips","totalvotes","DEMOCRAT","REPUBLICAN","OTHER","lagDEM","lagREP","lagOTH"
2012,"TX","48275",1510,332,1160,18,367,986,15
2016,"TX","48275",1367,247,1078,42,332,1160,18
2020,"TX","48275",1456,265,1180,11,247,1078,42
1948,"TX","48277",8365,6306,1018,1041,NA,NA,NA
1952,"TX","48277",9453,5524,3929,0,6306,1018,1041
1956,"TX","48277",8381,4202,4154,25,5524,3929,0
1960,"TX","48277",9076,5084,3964,28,4202,4154,25
1964,"TX","48277",8905,6303,2594,8,5084,3964,28
1968,"TX","48277",10933,4635,3395,2903,6303,2594,8
1972,"TX","48277",10652,2865,7736,51,4635,3395,2903
1976,"TX","48277",13076,8601,4443,32,2865,7736,51
1980,"TX","48277",13490,7178,6094,218,8601,4443,32
1984,"TX","48277",14820,5504,9273,43,7178,6094,218
1988,"TX","48277",15598,7553,8021,24,5504,9273,43
1992,"TX","48277",16243,6328,5778,4137,7553,8021,24
1996,"TX","48277",13722,6075,6393,1254,6328,5778,4137
2000,"TX","48277",15430,5553,9775,102,6075,6393,1254
2004,"TX","48277",17470,5338,12054,78,5553,9775,102
2008,"TX","48277",18362,5243,12952,167,5338,12054,78
2012,"TX","48277",17197,4181,12826,190,5243,12952,167
2016,"TX","48277",18611,3583,14561,467,4181,12826,190
2020,"TX","48277",21418,4458,16760,200,3583,14561,467
1948,"TX","48279",3947,3286,475,186,NA,NA,NA
1952,"TX","48279",5672,2748,2913,11,3286,475,186
1956,"TX","48279",5177,3325,1840,12,2748,2913,11
1960,"TX","48279",6007,3089,2764,154,3325,1840,12
1964,"TX","48279",6349,4318,2022,9,3089,2764,154
1968,"TX","48279",6322,2267,2595,1460,4318,2022,9
1972,"TX","48279",5366,1350,3981,35,2267,2595,1460
1976,"TX","48279",5815,3374,2413,28,1350,3981,35
1980,"TX","48279",5933,2132,3723,78,3374,2413,28
1984,"TX","48279",5828,1919,3892,17,2132,3723,78
1988,"TX","48279",5316,2230,3064,22,1919,3892,17
1992,"TX","48279",5450,1737,2998,715,2230,3064,22
1996,"TX","48279",4574,1683,2593,298,1737,2998,715
2000,"TX","48279",4598,1114,3451,33,1683,2593,298
2004,"TX","48279",4271,857,3410,4,1114,3451,33
2008,"TX","48279",4525,1156,3344,25,857,3410,4
2012,"TX","48279",4091,998,3058,35,1156,3344,25
2016,"TX","48279",3995,771,3111,113,998,3058,35
2020,"TX","48279",4408,840,3521,47,771,3111,113
1948,"TX","48281",1807,1459,276,72,NA,NA,NA
1952,"TX","48281",2677,1199,1478,0,1459,276,72
1956,"TX","48281",2447,1134,1308,5,1199,1478,0
1960,"TX","48281",2609,1372,1222,15,1134,1308,5
1964,"TX","48281",2970,2224,744,2,1372,1222,15
1968,"TX","48281",2818,1423,935,460,2224,744,2
1972,"TX","48281",2949,688,2251,10,1423,935,460
1976,"TX","48281",3982,2376,1563,43,688,2251,10
1980,"TX","48281",4381,1979,2323,79,2376,1563,43
1984,"TX","48281",4653,1356,3285,12,1979,2323,79
1988,"TX","48281",4966,1954,3000,12,1356,3285,12
1992,"TX","48281",5185,1508,2233,1444,1954,3000,12
1996,"TX","48281",5362,1819,3008,535,1508,2233,1444
2000,"TX","48281",6214,1569,4526,119,1819,3008,535
2004,"TX","48281",7025,1593,5422,10,1569,4526,119
2008,"TX","48281",7634,1903,5651,80,1593,5422,10
2012,"TX","48281",7204,1479,5621,104,1903,5651,80
2016,"TX","48281",8205,1483,6385,337,1479,5621,104
2020,"TX","48281",10399,2144,8086,169,1483,6385,337
1948,"TX","48283",913,719,135,59,NA,NA,NA
1952,"TX","48283",1382,816,565,1,719,135,59
1956,"TX","48283",1024,574,449,1,816,565,1
1960,"TX","48283",1046,718,326,2,574,449,1
1964,"TX","48283",1212,988,223,1,718,326,2
1968,"TX","48283",1081,645,324,112,988,223,1
1972,"TX","48283",1648,567,1073,8,645,324,112
1976,"TX","48283",1983,1294,677,12,567,1073,8
1980,"TX","48283",2248,1442,773,33,1294,677,12
1984,"TX","48283",2514,1504,1007,3,1442,773,33
1988,"TX","48283",2352,1651,693,8,1504,1007,3
1992,"TX","48283",2319,1522,586,211,1651,693,8
1996,"TX","48283",2184,1522,570,92,1522,586,211
2000,"TX","48283",2014,1266,731,17,1522,570,92
2004,"TX","48283",2230,1229,989,12,1266,731,17
2008,"TX","48283",1776,1052,714,10,1229,989,12
2012,"TX","48283",1646,965,669,12,1052,714,10
2016,"TX","48283",2059,1129,872,58,965,669,12
2020,"TX","48283",2406,1052,1335,19,1129,872,58
1948,"TX","48285",4511,3046,1165,300,NA,NA,NA
1952,"TX","48285",6361,2750,3599,12,3046,1165,300
1956,"TX","48285",4941,2412,2509,20,2750,3599,12
1960,"TX","48285",5522,4002,1507,13,2412,2509,20
1964,"TX","48285",5517,4031,1480,6,4002,1507,13
1968,"TX","48285",5314,2165,1698,1451,4031,1480,6
1972,"TX","48285",4721,1429,3288,4,2165,1698,1451
1976,"TX","48285",5964,3458,2466,40,1429,3288,4
1980,"TX","48285",5999,2678,3254,67,3458,2466,40
1984,"TX","48285",7532,2464,5058,10,2678,3254,67
1988,"TX","48285",7962,3531,4377,54,2464,5058,10
1992,"TX","48285",7776,2700,3362,1714,3531,4377,54
1996,"TX","48285",6855,2575,3697,583,2700,3362,1714
2000,"TX","48285",7546,2171,5288,87,2575,3697,583
2004,"TX","48285",8177,2152,5974,51,2171,5288,87
2008,"TX","48285",8248,1869,6293,86,2152,5974,51
2012,"TX","48285",8314,1428,6796,90,1869,6293,86
2016,"TX","48285",8661,1170,7347,144,1428,6796,90
2020,"TX","48285",10197,1333,8804,60,1170,7347,144
1948,"TX","48287",2122,1540,465,117,NA,NA,NA
1952,"TX","48287",2707,1389,1316,2,1540,465,117
1956,"TX","48287",2274,1061,1200,13,1389,1316,2
1960,"TX","48287",2451,1369,1048,34,1061,1200,13
1964,"TX","48287",2809,1884,923,2,1369,1048,34
1968,"TX","48287",2989,1283,1075,631,1884,923,2
1972,"TX","48287",2814,920,1877,17,1283,1075,631
1976,"TX","48287",3303,1937,1348,18,920,1877,17
1980,"TX","48287",3462,1581,1803,78,1937,1348,18
1984,"TX","48287",4632,1659,2967,6,1581,1803,78
1988,"TX","48287",5067,2527,2513,27,1659,2967,6
1992,"TX","48287",5058,1847,2108,1103,2527,2513,27
1996,"TX","48287",4804,2008,2354,442,1847,2108,1103
2000,"TX","48287",5536,1733,3699,104,2008,2354,442
2004,"TX","48287",6088,1899,4160,29,1733,3699,104
2008,"TX","48287",6377,2000,4312,65,1899,4160,29
2012,"TX","48287",6236,1632,4507,97,2000,4312,65
2016,"TX","48287",6535,1372,4997,166,1632,4507,97
2020,"TX","48287",8086,1750,6255,81,1372,4997,166
1948,"TX","48289",1690,1231,184,275,NA,NA,NA
1952,"TX","48289",3114,1842,1266,6,1231,184,275
1956,"TX","48289",2346,1260,1079,7,1842,1266,6
1960,"TX","48289",2684,1803,868,13,1260,1079,7
1964,"TX","48289",3022,2373,642,7,1803,868,13
1968,"TX","48289",3075,1536,659,880,2373,642,7
1972,"TX","48289",2568,863,1699,6,1536,659,880
1976,"TX","48289",3261,2085,1161,15,863,1699,6
1980,"TX","48289",4053,2190,1821,42,2085,1161,15
1984,"TX","48289",5038,1821,3207,10,2190,1821,42
1988,"TX","48289",5115,2316,2778,21,1821,3207,10
1992,"TX","48289",5508,2042,2212,1254,2316,2778,21
1996,"TX","48289",5566,2217,2839,510,2042,2212,1254
2000,"TX","48289",6326,1893,4362,71,2217,2839,510
2004,"TX","48289",6799,1754,5023,22,1893,4362,71
2008,"TX","48289",7041,1418,5566,57,1754,5023,22
2012,"TX","48289",6960,1062,5814,84,1418,5566,57
2016,"TX","48289",7439,909,6391,139,1062,5814,84
2020,"TX","48289",8674,1072,7523,79,909,6391,139
1948,"TX","48291",3917,2199,735,983,NA,NA,NA
1952,"TX","48291",7746,3632,4106,8,2199,735,983
1956,"TX","48291",6503,2318,4129,56,3632,4106,8
1960,"TX","48291",7345,3902,3361,82,2318,4129,56
1964,"TX","48291",8257,5357,2884,16,3902,3361,82
1968,"TX","48291",9608,3469,2746,3393,5357,2884,16
1972,"TX","48291",9432,3311,6111,10,3469,2746,3393
1976,"TX","48291",11704,7086,4552,66,3311,6111,10
1980,"TX","48291",13561,6810,6470,281,7086,4552,66
1984,"TX","48291",16866,6292,10504,70,6810,6470,281
1988,"TX","48291",16973,8343,8524,106,6292,10504,70
1992,"TX","48291",18339,7036,6959,4344,8343,8524,106
1996,"TX","48291",16773,6877,7784,2112,7036,6959,4344
2000,"TX","48291",20077,7311,12458,308,6877,7784,2112
2004,"TX","48291",21691,6780,14821,90,7311,12458,308
2008,"TX","48291",21687,5991,15448,248,6780,14821,90
2012,"TX","48291",22746,5202,17323,221,5991,15448,248
2016,"TX","48291",24267,4862,18892,513,5202,17323,221
2020,"TX","48291",29334,5785,23302,247,4862,18892,513
1948,"TX","48293",4532,3289,688,555,NA,NA,NA
1952,"TX","48293",6627,4132,2485,10,3289,688,555
1956,"TX","48293",5171,3067,2097,7,4132,2485,10
1960,"TX","48293",5511,3472,2023,16,3067,2097,7
1964,"TX","48293",5263,3777,1478,8,3472,2023,16
1968,"TX","48293",5683,2796,1485,1402,3777,1478,8
1972,"TX","48293",4423,1452,2949,22,2796,1485,1402
1976,"TX","48293",5900,3825,2045,30,1452,2949,22
1980,"TX","48293",6319,3403,2835,81,3825,2045,30
1984,"TX","48293",7305,3228,4063,14,3403,2835,81
1988,"TX","48293",6763,3476,3257,30,3228,4063,14
1992,"TX","48293",7060,3188,2358,1514,3476,3257,30
1996,"TX","48293",6646,3236,2691,719,3188,2358,1514
2000,"TX","48293",7075,2768,4212,95,3236,2691,719
2004,"TX","48293",7818,2752,5028,38,2768,4212,95
2008,"TX","48293",7672,2516,5079,77,2752,5028,38
2012,"TX","48293",7563,2208,5288,67,2516,5079,77
2016,"TX","48293",7739,1778,5796,165,2208,5288,67
2020,"TX","48293",9095,2213,6789,93,1778,5796,165
1948,"TX","48295",1049,668,354,27,NA,NA,NA
1952,"TX","48295",1379,204,1174,1,668,354,27
1956,"TX","48295",1154,345,806,3,204,1174,1
1960,"TX","48295",1209,267,939,3,345,806,3
1964,"TX","48295",1352,589,763,0,267,939,3
1968,"TX","48295",1545,279,1079,187,589,763,0
1972,"TX","48295",1400,156,1226,18,279,1079,187
1976,"TX","48295",1569,644,911,14,156,1226,18
1980,"TX","48295",1733,338,1343,52,644,911,14
1984,"TX","48295",1708,241,1461,6,338,1343,52
1988,"TX","48295",1499,377,1111,11,241,1461,6
1992,"TX","48295",1453,338,839,276,377,1111,11
1996,"TX","48295",1344,357,869,118,338,839,276
2000,"TX","48295",1294,206,1072,16,357,869,118
2004,"TX","48295",1337,184,1147,6,206,1072,16
2008,"TX","48295",1256,155,1093,8,184,1147,6
2012,"TX","48295",1168,119,1044,5,155,1093,8
2016,"TX","48295",1332,135,1159,38,119,1044,5
2020,"TX","48295",1353,131,1205,17,135,1159,38
1948,"TX","48297",1567,945,479,143,NA,NA,NA
1952,"TX","48297",2026,573,1443,10,945,479,143
1956,"TX","48297",1639,521,1077,41,573,1443,10
1960,"TX","48297",1822,770,1048,4,521,1077,41
1964,"TX","48297",2226,1423,795,8,770,1048,4
1968,"TX","48297",2344,922,938,484,1423,795,8
1972,"TX","48297",2359,610,1745,4,922,938,484
1976,"TX","48297",2961,1656,1287,18,610,1745,4
1980,"TX","48297",3618,1380,2193,45,1656,1287,18
1984,"TX","48297",3759,1260,2481,18,1380,2193,45
1988,"TX","48297",3880,1573,2277,30,1260,2481,18
1992,"TX","48297",3965,1345,1805,815,1573,2277,30
1996,"TX","48297",3612,1372,1929,311,1345,1805,815
2000,"TX","48297",4004,1114,2828,62,1372,1929,311
2004,"TX","48297",4201,1036,3147,18,1114,2828,62
2008,"TX","48297",4176,1048,3095,33,1036,3147,18
2012,"TX","48297",4113,919,3154,40,1048,3095,33
2016,"TX","48297",4302,742,3464,96,919,3154,40
2020,"TX","48297",5054,819,4199,36,742,3464,96
1948,"TX","48299",1680,1384,253,43,NA,NA,NA
1952,"TX","48299",1944,1102,840,2,1384,253,43
1956,"TX","48299",1709,1034,672,3,1102,840,2
1960,"TX","48299",1840,1131,704,5,1034,672,3
1964,"TX","48299",2384,1727,655,2,1131,704,5
1968,"TX","48299",2825,1282,1079,464,1727,655,2
1972,"TX","48299",2943,766,2164,13,1282,1079,464
1976,"TX","48299",4324,2361,1947,16,766,2164,13
1980,"TX","48299",5097,2130,2866,101,2361,1947,16
1984,"TX","48299",5954,1894,4042,18,2130,2866,101
1988,"TX","48299",6202,2629,3550,23,1894,4042,18
1992,"TX","48299",7283,2409,3056,1818,2629,3550,23
1996,"TX","48299",7737,2633,4290,814,2409,3056,1818
2000,"TX","48299",8627,2143,6295,189,2633,4290,814
2004,"TX","48299",9563,2257,7241,65,2143,6295,189
2008,"TX","48299",9629,2250,7281,98,2257,7241,65
2012,"TX","48299",9558,1822,7610,126,2250,7281,98
2016,"TX","48299",10447,1825,8299,323,1822,7610,126
2020,"TX","48299",12660,2465,10079,116,1825,8299,323
1948,"TX","48301",95,62,29,4,NA,NA,NA
1952,"TX","48301",95,24,71,0,62,29,4
1956,"TX","48301",91,36,55,0,24,71,0
1960,"TX","48301",95,46,42,7,36,55,0
1964,"TX","48301",79,46,32,1,46,42,7
1968,"TX","48301",81,18,23,40,46,32,1
1972,"TX","48301",62,7,55,0,18,23,40
1976,"TX","48301",86,35,47,4,7,55,0
1980,"TX","48301",72,22,50,0,35,47,4
1984,"TX","48301",73,16,57,0,22,50,0
1988,"TX","48301",77,23,54,0,16,57,0
1992,"TX","48301",96,20,31,45,23,54,0
1996,"TX","48301",77,14,48,15,20,31,45
2000,"TX","48301",156,29,124,3,14,48,15
2004,"TX","48301",80,12,65,3,29,124,3
2008,"TX","48301",79,12,67,0,12,65,3
2012,"TX","48301",64,9,54,1,12,67,0
2016,"TX","48301",65,4,58,3,9,54,1
2020,"TX","48301",66,4,60,2,4,58,3
1948,"TX","48303",15207,11114,2837,1256,NA,NA,NA
1952,"TX","48303",27845,11650,16137,58,11114,2837,1256
1956,"TX","48303",26576,12540,13970,66,11650,16137,58
1960,"TX","48303",35607,15340,20065,202,12540,13970,66
1964,"TX","48303",39463,22057,17372,34,15340,20065,202
1968,"TX","48303",50154,15430,25646,9078,22057,17372,34
1972,"TX","48303",59296,15353,43564,379,15430,25646,9078
1976,"TX","48303",63707,24797,38478,432,15353,43564,379
1980,"TX","48303",67867,18732,46711,2424,24797,38478,432
1984,"TX","48303",76219,18793,57151,275,18732,46711,2424
1988,"TX","48303",73292,22202,50760,330,18793,57151,275
1992,"TX","48303",82858,22240,48847,11771,22202,50760,330
1996,"TX","48303",74489,22786,47304,4399,22240,48847,11771
2000,"TX","48303",76008,18469,56054,1485,22786,47304,4399
2004,"TX","48303",93151,22472,70135,544,18469,56054,1485
2008,"TX","48303",97534,30486,66304,744,22472,70135,544
2012,"TX","48303",91184,26271,63469,1444,30486,66304,744
2016,"TX","48303",99013,28023,65651,5339,26271,63469,1444
2020,"TX","48303",120771,40017,78861,1893,28023,65651,5339
1948,"TX","48305",2529,2179,224,126,NA,NA,NA
1952,"TX","48305",3121,1762,1351,8,2179,224,126
1956,"TX","48305",2667,1800,861,6,1762,1351,8
1960,"TX","48305",2843,1872,953,18,1800,861,6
1964,"TX","48305",3030,2281,745,4,1872,953,18
1968,"TX","48305",2882,1333,1005,544,2281,745,4
1972,"TX","48305",2471,697,1766,8,1333,1005,544
1976,"TX","48305",2757,1575,1166,16,697,1766,8
1980,"TX","48305",2874,1236,1603,35,1575,1166,16
1984,"TX","48305",2630,1009,1617,4,1236,1603,35
1988,"TX","48305",2367,1086,1279,2,1009,1617,4
1992,"TX","48305",2428,902,1233,293,1086,1279,2
1996,"TX","48305",2197,903,1151,143,902,1233,293
2000,"TX","48305",2084,562,1507,15,903,1151,143
2004,"TX","48305",2271,490,1776,5,562,1507,15
2008,"TX","48305",2116,627,1473,16,490,1776,5
2012,"TX","48305",1959,506,1439,14,627,1473,16
2016,"TX","48305",2009,403,1546,60,506,1439,14
2020,"TX","48305",2293,428,1853,12,403,1546,60
1948,"TX","48307",2644,2166,393,85,NA,NA,NA
1952,"TX","48307",3420,1623,1788,9,2166,393,85
1956,"TX","48307",2455,1158,1292,5,1623,1788,9
1960,"TX","48307",2748,1579,1165,4,1158,1292,5
1964,"TX","48307",2761,2100,655,6,1579,1165,4
1968,"TX","48307",2659,1353,947,359,2100,655,6
1972,"TX","48307",2525,753,1769,3,1353,947,359
1976,"TX","48307",3207,1888,1300,19,753,1769,3
1980,"TX","48307",3366,1750,1572,44,1888,1300,19
1984,"TX","48307",3502,1433,2060,9,1750,1572,44
1988,"TX","48307",3293,1665,1618,10,1433,2060,9
1992,"TX","48307",3491,1393,1108,990,1665,1618,10
1996,"TX","48307",3008,1231,1465,312,1393,1108,990
2000,"TX","48307",2920,794,2084,42,1231,1465,312
2004,"TX","48307",3220,745,2465,10,794,2084,42
2008,"TX","48307",3010,728,2263,19,745,2465,10
2012,"TX","48307",2993,537,2419,37,728,2263,19
2016,"TX","48307",3103,482,2552,69,537,2419,37
2020,"TX","48307",3436,490,2904,42,482,2552,69
1948,"TX","48309",20157,16034,3088,1035,NA,NA,NA
1952,"TX","48309",32278,17251,14974,53,16034,3088,1035
1956,"TX","48309",31853,16181,15561,111,17251,14974,53
1960,"TX","48309",35156,20100,14926,130,16181,15561,111
1964,"TX","48309",39346,28429,10892,25,20100,14926,130
1968,"TX","48309",46639,22388,15958,8293,28429,10892,25
1972,"TX","48309",49485,15947,33377,161,22388,15958,8293
1976,"TX","48309",55970,30091,25370,509,15947,33377,161
1980,"TX","48309",59515,26305,31968,1242,30091,25370,509
1984,"TX","48309",65578,23206,42232,140,26305,31968,1242
1988,"TX","48309",66423,27545,38606,272,23206,42232,140
1992,"TX","48309",70016,25903,28473,15640,27545,38606,272
1996,"TX","48309",63083,27050,30666,5367,25903,28473,15640
2000,"TX","48309",68789,23462,43955,1372,27050,30666,5367
2004,"TX","48309",79254,26760,52090,404,23462,43955,1372
2008,"TX","48309",79674,29998,49044,632,26760,52090,404
2012,"TX","48309",74541,25694,47903,944,29998,49044,632
2016,"TX","48309",79075,27063,48260,3752,25694,47903,944
2020,"TX","48309",97771,36688,59543,1540,27063,48260,3752
1948,"TX","48311",302,222,61,19,NA,NA,NA
1952,"TX","48311",447,156,290,1,222,61,19
1956,"TX","48311",413,185,226,2,156,290,1
1960,"TX","48311",481,240,241,0,185,226,2
1964,"TX","48311",443,267,175,1,240,241,0
1968,"TX","48311",428,160,169,99,267,175,1
1972,"TX","48311",396,88,304,4,160,169,99
1976,"TX","48311",411,194,217,0,88,304,4
1980,"TX","48311",398,122,271,5,194,217,0
1984,"TX","48311",398,61,337,0,122,271,5
1988,"TX","48311",398,94,302,2,61,337,0
1992,"TX","48311",443,78,274,91,94,302,2
1996,"TX","48311",430,117,274,39,78,274,91
2000,"TX","48311",439,77,358,4,117,274,39
2004,"TX","48311",564,95,467,2,77,358,4
2008,"TX","48311",537,132,400,5,95,467,2
2012,"TX","48311",503,67,431,5,132,400,5
2016,"TX","48311",499,40,454,5,67,431,5
2020,"TX","48311",516,53,460,3,40,454,5
1948,"TX","48313",1134,801,134,199,NA,NA,NA
1952,"TX","48313",1844,1152,692,0,801,134,199
1956,"TX","48313",1458,713,733,12,1152,692,0
1960,"TX","48313",1552,909,607,36,713,733,12
1964,"TX","48313",1945,1298,644,3,909,607,36
1968,"TX","48313",2367,994,608,765,1298,644,3
1972,"TX","48313",2101,561,1540,0,994,608,765
1976,"TX","48313",2961,1885,1062,14,561,1540,0
1980,"TX","48313",3018,1583,1389,46,1885,1062,14
1984,"TX","48313",3553,1384,2158,11,1583,1389,46
1988,"TX","48313",3747,1835,1896,16,1384,2158,11
1992,"TX","48313",3883,1553,1544,786,1835,1896,16
1996,"TX","48313",3351,1470,1576,305,1553,1544,786
2000,"TX","48313",3623,1241,2333,49,1470,1576,305
2004,"TX","48313",4101,1235,2837,29,1241,2333,49
2008,"TX","48313",4074,1146,2891,37,1235,2837,29
2012,"TX","48313",4028,967,3028,33,1146,2891,37
2016,"TX","48313",4289,881,3351,57,967,3028,33
2020,"TX","48313",5297,1088,4169,40,881,3351,57
1948,"TX","48315",1082,703,200,179,NA,NA,NA
1952,"TX","48315",1849,970,877,2,703,200,179
1956,"TX","48315",1848,709,1126,13,970,877,2
1960,"TX","48315",1691,904,742,45,709,1126,13
1964,"TX","48315",2303,1372,927,4,904,742,45
1968,"TX","48315",2854,1260,637,957,1372,927,4
1972,"TX","48315",2790,1106,1680,4,1260,637,957
1976,"TX","48315",3167,1860,1291,16,1106,1680,4
1980,"TX","48315",3730,2015,1666,49,1860,1291,16
1984,"TX","48315",4463,2111,2336,16,2015,1666,49
1988,"TX","48315",4129,2255,1857,17,2111,2336,16
1992,"TX","48315",4288,2156,1245,887,2255,1857,17
1996,"TX","48315",3657,2028,1260,369,2156,1245,887
2000,"TX","48315",3930,1852,2039,39,2028,1260,369
2004,"TX","48315",4348,1884,2441,23,1852,2039,39
2008,"TX","48315",4252,1644,2567,41,1884,2441,23
2012,"TX","48315",4282,1495,2733,54,1644,2567,41
2016,"TX","48315",4238,1165,2983,90,1495,2733,54
2020,"TX","48315",4864,1339,3470,55,1165,2983,90
1948,"TX","48317",1077,945,77,55,NA,NA,NA
1952,"TX","48317",1516,952,562,2,945,77,55
1956,"TX","48317",1227,903,318,6,952,562,2
1960,"TX","48317",1203,831,350,22,903,318,6
1964,"TX","48317",1297,892,402,3,831,350,22
1968,"TX","48317",1255,373,343,539,892,402,3
1972,"TX","48317",1243,287,935,21,373,343,539
1976,"TX","48317",1618,907,698,13,287,935,21
1980,"TX","48317",1716,605,1093,18,907,698,13
1984,"TX","48317",1740,512,1218,10,605,1093,18
1988,"TX","48317",1651,632,1017,2,512,1218,10
1992,"TX","48317",1988,641,986,361,632,1017,2
1996,"TX","48317",1773,643,973,157,641,986,361
2000,"TX","48317",1949,415,1520,14,643,973,157
2004,"TX","48317",1807,288,1514,5,415,1520,14
2008,"TX","48317",1715,314,1389,12,288,1514,5
2012,"TX","48317",1624,248,1368,8,314,1389,12
2016,"TX","48317",1762,266,1455,41,248,1368,8
2020,"TX","48317",2160,288,1857,15,266,1455,41
1948,"TX","48319",1356,836,498,22,NA,NA,NA
1952,"TX","48319",1678,606,1069,3,836,498,22
1956,"TX","48319",1390,504,885,1,606,1069,3
1960,"TX","48319",1417,575,833,9,504,885,1
1964,"TX","48319",1535,941,590,4,575,833,9
1968,"TX","48319",1518,560,789,169,941,590,4
1972,"TX","48319",1487,369,1096,22,560,789,169
1976,"TX","48319",1640,814,805,21,369,1096,22
1980,"TX","48319",1621,630,966,25,814,805,21
1984,"TX","48319",1743,570,1168,5,630,966,25
1988,"TX","48319",1655,671,975,9,570,1168,5
1992,"TX","48319",1722,570,776,376,671,975,9
1996,"TX","48319",1735,618,949,168,570,776,376
2000,"TX","48319",1801,417,1352,32,618,949,168
2004,"TX","48319",2077,459,1600,18,417,1352,32
2008,"TX","48319",2121,546,1544,31,459,1600,18
2012,"TX","48319",1968,380,1565,23,546,1544,31
2016,"TX","48319",2057,354,1656,47,380,1565,23
2020,"TX","48319",2474,457,1991,26,354,1656,47
1948,"TX","48321",3299,1628,1016,655,NA,NA,NA
1952,"TX","48321",6224,2101,4122,1,1628,1016,655
1956,"TX","48321",5909,1904,3927,78,2101,4122,1
1960,"TX","48321",5998,2971,2975,52,1904,3927,78
1964,"TX","48321",6555,4143,2407,5,2971,2975,52
1968,"TX","48321",8466,3595,3094,1777,4143,2407,5
1972,"TX","48321",7495,2473,5003,19,3595,3094,1777
1976,"TX","48321",8731,4971,3679,81,2473,5003,19
1980,"TX","48321",10382,4585,5545,252,4971,3679,81
1984,"TX","48321",13694,5201,8452,41,4585,5545,252
1988,"TX","48321",12566,5675,6787,104,5201,8452,41
1992,"TX","48321",13165,4759,5328,3078,5675,6787,104
1996,"TX","48321",12494,5374,5876,1244,4759,5328,3078
